Time,X,Y,Z,VX,VY,VZ
99000,5875671.718663596,-522141.37326855364,3715228.9181591654,-4069.4029126749056,-886.973623716071,6311.145266742735
99100,5434998.841515103,-607596.4016715749,4323273.039883506,-4735.4120660395765,-820.4509812994177,5837.81207103829
99200,4930445.30446309,-685910.0012261579,4880503.255005106,-5345.763207645813,-744.2851087629085,5295.863727713039
99300,4367941.413713115,-756161.7072573592,5380370.117045352,-5893.282540553793,-659.3712256270688,4691.670054638217
99400,3754098.6003320045,-817525.8110445555,5816998.403174012,-6371.534756297135,-566.7073722924509,4032.3324782616264
99500,3096131.708151084,-869281.0651642996,6185256.17131194,-6774.898679591992,-467.3826786157314,3325.600560189211
99600,2401774.2007509675,-910819.1601950085,6480815.075018965,-7098.633332579264,-362.564565406823,2579.7809311051055
99700,1679187.267242004,-941651.8747920765,6700201.238921856,-7338.933666000166,-253.48502391842533,1803.6396642670102
99800,936863.8912483612,-961416.8145249882,6840836.092662166,-7492.975291561771,-141.426134043194,1006.2992321248037
99900,183529.01389421895,-969881.6712888835,6901066.678184308,-7558.947679856148,-27.704984163623593,197.131205476993
100000,-571962.9898074412,-966946.9524111643,6880185.068338075,-7536.075420467278,86.34180424924688,-614.3538597311028
100100,-1320732.3860902523,-952647.1509251837,6778436.6938086245,-7424.627338411591,199.37377092251603,-1418.6180930596222
100200,-2053978.452786403,-927150.3407924599,6597017.4629728645,-7225.913360952564,310.0623778550685,-2206.2084554403923
100300,-2763082.9431234067,-890756.1997085211,6338059.693432029,-6942.269046446336,417.1066538341793,-2967.8680556966956
100400,-3439711.3267801385,-843892.4897601327,6004607.070586672,-6577.028258260417,519.2484340693542,-3694.64458617248
100500,-4075910.8025943246,-787110.0273439096,5600578.856747862,-6134.4838982490355,615.2871852401493,-4377.995808428746
100600,-4664203.757579382,-721076.2091702642,5130723.826261682,-5619.837443386753,704.0941108327962,-5009.889917928695
100700,-5197675.649165522,-646567.1684852212,4600564.454127436,-5039.137825335128,784.6254135733207,-5582.899911152779
100800,-5670056.277178224,-564458.6527139848,4016332.007058875,-4399.210335169708,855.9345637572063,-6090.290879300148
100900,-6075793.48171428,-475715.7302351744,3384893.3033772595,-3707.5763941180685,917.1834250759334,-6526.099172657929
101000,-6410118.401204195,-381381.4470123738,2713670.0007509287,-2972.3651422224984,967.652105468807,-6885.202493054067
101100,-6669101.520091635,-282564.56853168365,2010551.3755489073,-2202.217960682569,1006.7474151349808,-7163.380075739995
101200,-6849698.859516676,-180426.5479670043,1283801.5965187333,-1406.1868966606435,1034.0098426411353,-7357.362326975983
101300,-6949787.760017917,-76167.87078187516,541962.5615798375,-593.6281506274529,1049.118958780066,-7464.869274482918
101400,-6968191.8196609765,28986.05196276826,-206246.4765073259,225.90789627532138,1051.8971782574774,-7484.637333234632
101500,-6904694.7229459975,133799.28514213391,-952031.3823769791,1042.7887150533174,1042.3118464140825,-7416.434153257134
101600,-6760042.788255829,237039.89803725085,-1686626.5134912822,1847.4130115139699,1020.4756264949519,-7261.061375193232
101700,-6535936.188389158,337494.4463780894,-2401397.765231465,2630.3236624877272,986.6451681769771,-7020.345156383134
101800,-6235008.984369227,433982.2273668385,-3087944.0006588493,3382.318563053771,941.2181058086068,-6697.114812230374
101900,-5860798.144869727,525369.1661202702,-3738195.857686397,4094.559100737325,884.728370513719,-6295.1694600876335
102000,-5417701.981650289,610581.1402286477,-4344510.558241734,4758.67395190693,817.8399148807661,-5819.233368099883
102100,-4910928.455096129,688616.6045572431,-4899761.738397614,5366.857407584967,741.3389141941386,-5274.900464082161
102200,-4346433.967057692,758558.3630611569,-5397423.209186672,5911.961114913077,656.1245303994937,-4668.568617718118
102300,-3730853.3490017457,819584.3498455485,-5831645.667830951,6387.578144535308,563.1983390747635,-4007.3644095496525
102400,-3071421.875285735,870977.2915856922,-6197325.449433026,6788.118294377151,463.6525562813719,-3299.059360670521
102500,-2375890.2244126955,912133.1377599939,-6490164.511200755,7108.873786643142,358.65720240437724,-2551.978598703139
102600,-1652433.3791026056,942568.1604391101,-6706720.950071815,7346.074602131646,249.44635009317435,-1774.9030068122338
102700,-909554.5358575564,961924.6397922942,-6844449.4571934175,7496.932794551806,137.30361514239652,-976.9659859581135
102800,-155985.16913952012,969975.06811873,-6901731.231159564,7559.675245344477,23.54706458154805,-167.54607037458436
102900,599417.5795837804,966624.8237272977,-6877893.00365418,7533.564500148646,-90.4862467059857,643.843100103946
103000,1347775.028361598,951913.2838967765,-6773214.95857444,7418.907457210856,-203.45602075550627,1447.664809920489
103100,2080291.3113541135,926013.3614961315,-6588927.434912792,7217.0517373505445,-314.03446231702,2234.4713049557145
103200,2788356.7390293065,889229.4730894984,-6327196.469072676,6930.369858674511,-420.92188059205546,2995.014804653718
103300,3463649.0033164015,841993.9616092955,-5991098.34086511,6562.231391273688,-522.8619568443492,3720.3561367168263
103400,4098231.0148503194,784862.0128618183,-5584583.4025665065,6116.963276710262,-618.6565340251628,4401.969970757785
103500,4684644.170835828,718505.1311412315,-5112429.655500014,5599.79899612378,-707.1796865968614,5031.844930296447
103600,5215996.02178066,643703.2468363104,-4580186.592739494,5016.817068624455,-787.3909524359414,5602.577742641948
103700,5686041.284878469,561335.5493259398,-3994109.9717717036,4374.869602840093,-858.3475631844767,6107.460262365077
103800,6089255.250048006,472370.1528111631,-3361088.2830705573,3681.50175969218,-919.2155251329218,6540.558315876278
103900,6420898.709292999,377852.71917735715,-2688561.7975551174,2944.8631050542435,-969.2794201205013,6896.781438455525
104000,6677073.665091842,278894.16711677297,-1984435.112452256,2173.6118145385813,-1007.9508168278277,7171.942723709144
104100,6854769.1494463645,176657.6130323693,-1256984.2309991957,1376.8128700118948,-1034.7751888115752,7362.808047944273
104200,6951896.608616354,72344.69981791104,-514759.28665934893,563.8314296405597,-1049.4372561325474,7467.13407782748
104300,6967314.445832473,-32818.522057281254,233515.91817976593,-255.77705725807198,-1051.7646863652062,7483.694604435904
104400,6900841.445010812,-137596.00919961932,979046.4777798585,-1072.379256923273,-1041.7301236680228,7412.294980843
104500,6753258.898771991,-240756.25235969937,1713069.7485148837,-1876.3772007088824,-1019.4515087131379,7253.774398536357
104600,6526301.432908729,-341086.7480217013,2426958.319580092,-2658.3209691714605,-985.1906978744864,7009.996062430685
104700,6222636.606528831,-437408.2559729782,3112321.460870998,-3409.0199585618507,-939.3503774447984,6683.825234380895
104800,5845833.558994528,-528588.6553306602,3761103.713735549,-4119.6508465192965,-882.469328334258,6279.095539762309
104900,5400321.077916266,-613556.2488640527,4365679.556146898,-4781.861120421634,-815.2161098148854,5800.5640249766775
105000,4891335.530502366,-691312.3633669836,4918943.059011293,-5387.867421691163,-738.3811903564236,5253.855165440111
105100,4324859.315577031,-760943.0869780317,5414391.401541048,-5930.547014632912,-652.8676554508937,4645.3947483192605
105200,3707550.55251095,-821630.0101506027,5846201.297227816,-6403.521480536163,-559.6805949535191,3982.3343595382557
105300,3046664.824508895,-872659.8449053388,6209297.438379936,-6801.231684356303,-459.9152899573262,3272.4673290239202
105400,2349969.898327973,-913432.8085623562,6499412.14947695,-7119.003116340591,-354.7443384794995,2524.137125204255
105500,1625654.4253916198,-943469.6732169689,6713135.546795735,-7353.1008347874495,-245.40387076175472,1746.1392717740866
105600,882231.6959728847,-962417.3981484609,6847955.615081339,-7500.773352144831,-133.1790221345777,947.6179817531213
105700,128439.60359775042,-970053.2796517736,6902287.735133724,-7560.2849746524225,-19.388852219371323,137.95885203350792
105800,-626862.120217895,-966287.5690265972,6875493.311768084,-7530.936231466902,94.6292103525894,-673.3218181959287
105900,-1374795.971555297,-951164.5265685348,6767887.273351656,-7413.072080108172,207.5350394688877,-1476.6885361707225
106000,-2106571.066529908,-924861.9014492444,6580734.3709586365,-7208.07782284273,318.0015988577644,-2262.698948182292
106100,-2813586.412445723,-887688.8443602142,6316234.3260588925,-6918.362908588976,424.7304967679434,-3022.1145168758135
106200,-3487532.0621544705,-840082.2713672263,5977495.957998115,-6547.332526979312,526.4672897185934,-3746.00941308934
106300,-4120486.7504190034,-782601.7294626326,5568500.650503933,-6099.347591625897,622.0162124451101,-4425.875324864024
106400,-4705010.997111174,-715922.8202665602,5094055.5588885965,-5579.67350921122,710.2542254296774,-5053.72141081776
106500,-5234234.553439039,-640829.2589984376,4559737.106695394,-4994.418304772902,790.1442151625946,-5622.1682248849465
106600,-5701937.148461215,-558203.6638032565,3971825.4483496295,-4350.460829441729,860.7471866015086,-6124.534470171752
106700,-6102621.604212375,-469017.1811676647,3337230.6501583965,-3655.3698976855726,921.2333013666175,-6554.915539796065
106800,-6431578.446736154,-374318.07146604493,2663411.472250751,-2917.3153324052532,970.891630809023,-6908.252913574738
106900,-6684941.260303018,-275219.3875667277,1958287.6973054276,-2144.971928368056,1009.1385126474181,-7180.393618583262
107000,-6859732.130163608,-172885.89191123465,1230147.0407325972,-1347.4174465380202,1035.5244115285914,-7368.139044580254
107100,-6953896.637657373,-68520.36831349047,487547.754064435,-534.0259387339959,1049.7391995082978,-7469.282516581168
107200,-6966328.012841971,36650.51386497346,-260781.95666464313,285.64224990686654,1051.6158004571973,-7482.635226153968
107300,-6896880.141720243,141390.62191973874,-1006046.5502367695,1101.9531320596898,1041.1321580473152,-7408.04023437039
107400,-6746369.28423068,244468.88487888352,-1739486.5015322254,1905.3121354843042,1018.4114924177467,-7246.374298077344
107500,-6516564.482804169,344673.7645553835,-2452481.268417545,2686.2768732511263,983.7208547939783,-6999.537585478982
107600,-6210166.757907343,440827.4974520505,-3136650.628164708,3435.668326190352,937.4679776407567,-6670.431263809794
107700,-5830777.385501065,531799.9311665251,-3783953.1285882858,4144.678381549758,880.1965026360597,-6262.923544605091
